Unit.ID	Time	Date	Timestamp	DW_shoot_g	FW_shoot_g	DW_root_g	FW_root_g	Leaf_number	Plant_height_cm	DW_plant_g	Root_length_cm	Root_number	Root_angle	Total_wu	DW_seed_g	FW_seed_g	Leaf_area_cmsquared	Genotype	Soil	Replication	Row	Column	Platform
199	NA	2020-12-23	NA	0.2386	3.3	0.1109	2.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN2_H	NA	NA	1	3	UCL
200	NA	2020-12-23	NA	0.4447	6.94	0.2428	5.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN11_H	NA	NA	2	3	UCL
201	NA	2020-12-23	NA	0.2307	2.99	0.0773	1.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN8_L	NA	NA	3	3	UCL
202	NA	2020-12-23	NA	0.0285	0.38	0.0066	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN7_H	NA	NA	4	3	UCL
203	NA	2020-12-23	NA	0.508	7.42	0.2353	4.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN13_H	NA	NA	5	3	UCL
204	NA	2020-12-23	NA	0.1134	1.09	0.0412	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN7_L	NA	NA	6	3	UCL
206	NA	2020-12-23	NA	0.1439	1.74	0.0553	0.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN12_L	NA	NA	8	3	UCL
207	NA	2020-12-23	NA	0.2167	3.44	0.1034	2.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN5_H	NA	NA	9	3	UCL
208	NA	2020-12-23	NA	0.2709	3.93	0.1041	2.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN12_H	NA	NA	10	3	UCL
209	NA	2020-12-23	NA	0.3408	5.17	0.1106	2.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Local	NA	NA	11	3	UCL
210	NA	2020-12-23	NA	0.0474	0.45	0.0132	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN11_L	NA	NA	12	3	UCL
211	NA	2020-12-23	NA	0.3033	4.41	0.1112	2.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN1_L	NA	NA	13	3	UCL
212	NA	2020-12-23	NA	0.2076	3.05	0.0881	0.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN20_T	NA	NA	14	3	UCL
213	NA	2020-12-23	NA	0.1582	2.15	0.0318	0.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN10_L	NA	NA	15	3	UCL
215	NA	2020-12-23	NA	0.4545	6.63	0.1907	5.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN4_H	NA	NA	17	3	UCL
217	NA	2020-12-23	NA	0.2271	3.23	0.0795	1.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN4_L	NA	NA	19	3	UCL
218	NA	2020-12-23	NA	0.2773	4.37	0.1056	2.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN3_H	NA	NA	20	3	UCL
219	NA	2020-12-23	NA	0.3496	5.3	0.1747	3.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN6_H	NA	NA	21	3	UCL
220	NA	2020-12-23	NA	0.4439	6.72	0.2018	4.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN8_H	NA	NA	22	3	UCL
221	NA	2020-12-23	NA	0.2407	3.93	0.1465	3.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN15_H	NA	NA	23	3	UCL
222	NA	2020-12-23	NA	0.311	4.78	0.1168	3.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN1_H	NA	NA	24	3	UCL
223	NA	2020-12-23	NA	0.2484	4.58	0.145	3.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN9_H	NA	NA	25	3	UCL
227	NA	2020-12-23	NA	0.1462	1.77	0.0231	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN14_L	NA	NA	29	3	UCL
229	NA	2020-12-23	NA	0.3923	6.23	0.1519	4.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN14_H	NA	NA	31	3	UCL
230	NA	2020-12-23	NA	0.3292	5.01	0.1288	3.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN9_L	NA	NA	32	3	UCL
232	NA	2020-12-23	NA	0.3045	4.85	0.1488	4.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN5_H	NA	NA	34	3	UCL
234	NA	2020-12-23	NA	0.2783	4.24	0.1407	3.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN9_L	NA	NA	36	3	UCL
235	NA	2020-12-23	NA	0.1032	1.37	0.0389	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN4_H	NA	NA	37	3	UCL
236	NA	2020-12-23	NA	0.2944	4.96	0.1032	3.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN14_H	NA	NA	38	3	UCL
