Date and Time,Type:,Fixture ID:,Measurement:
06/06/2021 14.56.33,Height (mm)                   ,88,"255,00"
06/06/2021 14.53.40,Height (mm)                   ,43,"239,00"
06/06/2021 14.51.45,Height (mm)                   ,16,"248,00"
06/06/2021 14.48.02,Height (mm)                   ,71,"239,00"
06/06/2021 14.45.16,Height (mm)                   ,35,"275,00"
06/06/2021 14.42.27,Height (mm)                   ,26,"283,00"
06/06/2021 14.39.38,Height (mm)                   ,62,"206,00"
06/06/2021 14.36.49,Height (mm)                   ,98,"257,00"
06/06/2021 14.34.02,Height (mm)                   ,8,"197,00"
06/06/2021 14.31.11,Height (mm)                   ,80,"216,00"
06/06/2021 14.28.22,Height (mm)                   ,89,"263,00"
06/06/2021 14.25.34,Height (mm)                   ,116,"154,00"
06/06/2021 14.22.47,Height (mm)                   ,17,"193,00"
06/06/2021 14.20.00,Height (mm)                   ,44,"201,00"
06/06/2021 14.17.11,Height (mm)                   ,107,"227,00"
06/06/2021 14.15.08,Height (mm)                   ,53,"156,00"
06/06/2021 14.11.31,Height (mm)                   ,108,"213,00"
06/06/2021 14.08.45,Height (mm)                   ,81,"93,00"
06/06/2021 14.05.58,Height (mm)                   ,45,"221,00"
06/06/2021 14.03.09,Height (mm)                   ,18,"281,00"
06/06/2021 14.00.21,Height (mm)                   ,72,"240,00"
06/06/2021 13.57.31,Height (mm)                   ,99,"228,00"
06/06/2021 13.54.42,Height (mm)                   ,27,"266,00"
06/06/2021 13.51.53,Height (mm)                   ,36,"272,00"
06/06/2021 13.49.04,Height (mm)                   ,54,"239,00"
06/06/2021 13.46.12,Height (mm)                   ,63,"246,00"
06/06/2021 13.43.23,Height (mm)                   ,9,"219,00"
06/06/2021 13.40.36,Height (mm)                   ,117,"241,00"
06/06/2021 13.38.38,Height (mm)                   ,90,"248,00"
06/06/2021 13.34.57,Height (mm)                   ,55,"201,00"
06/06/2021 13.32.11,Height (mm)                   ,19,"245,00"
06/06/2021 13.29.22,Height (mm)                   ,73,"246,00"
06/06/2021 13.26.33,Height (mm)                   ,46,"211,00"
06/06/2021 13.23.48,Height (mm)                   ,109,"267,00"
06/06/2021 13.20.58,Height (mm)                   ,37,"189,00"
06/06/2021 13.18.09,Height (mm)                   ,28,"224,00"
06/06/2021 13.15.21,Height (mm)                   ,100,"204,00"
06/06/2021 13.12.31,Height (mm)                   ,64,"93,00"
06/06/2021 13.09.44,Height (mm)                   ,1,"250,00"
06/06/2021 13.06.55,Height (mm)                   ,82,"249,00"
06/06/2021 13.04.14,Height (mm)                   ,10,"206,00"
06/06/2021 13.03.19,Height (mm)                   ,91,"238,00"
06/06/2021 12.26.34,Height (mm)                   ,102,"218,00"
06/06/2021 12.23.49,Height (mm)                   ,66,"256,00"
06/06/2021 12.21.01,Height (mm)                   ,84,"242,00"
06/06/2021 12.18.14,Height (mm)                   ,21,"293,00"
06/06/2021 12.15.25,Height (mm)                   ,93,"238,00"
06/06/2021 12.12.35,Height (mm)                   ,3,"190,00"
06/06/2021 12.09.47,Height (mm)                   ,48,"249,00"
06/06/2021 12.06.59,Height (mm)                   ,39,"228,00"
06/06/2021 12.04.09,Height (mm)                   ,75,"250,00"
06/06/2021 12.01.21,Height (mm)                   ,111,"281,00"
06/06/2021 11.58.34,Height (mm)                   ,12,"208,00"
06/06/2021 11.55.45,Height (mm)                   ,57,"229,00"
06/06/2021 11.53.57,Height (mm)                   ,30,"210,00"
06/06/2021 11.50.08,Height (mm)                   ,40,"182,00"
06/06/2021 11.47.22,Height (mm)                   ,112,"267,00"
06/06/2021 11.44.33,Height (mm)                   ,13,"181,00"
06/06/2021 11.41.48,Height (mm)                   ,76,"240,00"
06/06/2021 11.38.58,Height (mm)                   ,4,"208,00"
06/06/2021 11.36.10,Height (mm)                   ,58,"191,00"
06/06/2021 11.33.24,Height (mm)                   ,103,"241,00"
06/06/2021 11.30.36,Height (mm)                   ,94,"241,00"
06/06/2021 11.27.46,Height (mm)                   ,22,"283,00"
06/06/2021 11.24.59,Height (mm)                   ,67,"229,00"
06/06/2021 11.22.10,Height (mm)                   ,85,"236,00"
06/06/2021 11.19.20,Height (mm)                   ,49,"144,00"
06/06/2021 11.17.28,Height (mm)                   ,31,"224,00"
06/06/2021 11.13.41,Height (mm)                   ,23,"277,00"
06/06/2021 11.10.54,Height (mm)                   ,32,"281,00"
06/06/2021 11.08.06,Height (mm)                   ,59,"235,00"
06/06/2021 11.05.17,Height (mm)                   ,68,"209,00"
06/06/2021 11.02.29,Height (mm)                   ,104,"229,00"
06/06/2021 10.59.39,Height (mm)                   ,95,"260,00"
06/06/2021 10.56.49,Height (mm)                   ,77,"288,00"
06/06/2021 10.53.59,Height (mm)                   ,5,"218,00"
06/06/2021 10.51.12,Height (mm)                   ,113,"315,00"
06/06/2021 10.48.22,Height (mm)                   ,50,"148,00"
06/06/2021 10.45.31,Height (mm)                   ,86,"279,00"
06/06/2021 10.42.45,Height (mm)                   ,14,"179,00"
06/06/2021 10.40.53,Height (mm)                   ,41,"193,00"
06/06/2021 10.37.07,Height (mm)                   ,96,"288,00"
06/06/2021 10.34.20,Height (mm)                   ,114,"193,00"
06/06/2021 10.31.31,Height (mm)                   ,24,"257,00"
06/06/2021 10.28.43,Height (mm)                   ,78,"276,00"
06/06/2021 10.25.55,Height (mm)                   ,87,"218,00"
06/06/2021 10.23.06,Height (mm)                   ,69,"239,00"
06/06/2021 10.20.18,Height (mm)                   ,42,"196,00"
06/06/2021 10.17.29,Height (mm)                   ,6,"153,00"
06/06/2021 10.14.41,Height (mm)                   ,15,"226,00"
06/06/2021 10.11.53,Height (mm)                   ,60,"200,00"
06/06/2021 10.09.02,Height (mm)                   ,51,"184,00"
06/06/2021 10.06.14,Height (mm)                   ,105,"233,00"
06/06/2021 10.04.21,Height (mm)                   ,33,"229,00"
06/06/2021 10.00.36,Height (mm)                   ,34,"157,00"
06/06/2021 09.57.50,Height (mm)                   ,25,"262,00"
06/06/2021 09.55.00,Height (mm)                   ,97,"69,00"
06/06/2021 09.52.12,Height (mm)                   ,115,"229,00"
06/06/2021 09.49.24,Height (mm)                   ,70,"185,00"
06/06/2021 09.46.35,Height (mm)                   ,61,"191,00"
06/06/2021 09.43.47,Height (mm)                   ,7,"28,00"
06/06/2021 09.40.59,Height (mm)                   ,79,"273,00"
06/06/2021 09.38.12,Height (mm)                   ,52,"209,00"
06/06/2021 09.35.24,Height (mm)                   ,106,"198,00"
06/06/2021 09.32.34,Height (mm)                   ,88,"255,00"
06/06/2021 09.29.46,Height (mm)                   ,43,"244,00"
06/06/2021 09.27.49,Height (mm)                   ,16,"249,00"
06/06/2021 09.24.07,Height (mm)                   ,71,"243,00"
06/06/2021 09.21.21,Height (mm)                   ,35,"277,00"
06/06/2021 09.18.30,Height (mm)                   ,26,"279,00"
06/06/2021 09.15.41,Height (mm)                   ,62,"209,00"
06/06/2021 09.12.54,Height (mm)                   ,98,"257,00"
06/06/2021 09.10.05,Height (mm)                   ,8,"202,00"
06/06/2021 09.07.16,Height (mm)                   ,80,"219,00"
06/06/2021 09.04.27,Height (mm)                   ,89,"262,00"
06/06/2021 09.01.39,Height (mm)                   ,116,"154,00"
06/06/2021 08.58.52,Height (mm)                   ,17,"199,00"
06/06/2021 08.56.03,Height (mm)                   ,44,"202,00"
06/06/2021 08.53.17,Height (mm)                   ,107,"228,00"
06/06/2021 08.51.15,Height (mm)                   ,53,"159,00"
06/06/2021 08.47.37,Height (mm)                   ,108,"216,00"
06/06/2021 08.44.50,Height (mm)                   ,81,"203,00"
06/06/2021 08.42.03,Height (mm)                   ,45,"226,00"
06/06/2021 08.39.16,Height (mm)                   ,18,"283,00"
06/06/2021 08.36.28,Height (mm)                   ,72,"244,00"
06/06/2021 08.33.37,Height (mm)                   ,99,"229,00"
06/06/2021 08.30.47,Height (mm)                   ,27,"266,00"
06/06/2021 08.27.59,Height (mm)                   ,36,"277,00"
06/06/2021 08.25.10,Height (mm)                   ,54,"244,00"
06/06/2021 08.22.20,Height (mm)                   ,63,"245,00"
06/06/2021 08.19.31,Height (mm)                   ,9,"228,00"
06/06/2021 08.16.42,Height (mm)                   ,117,"245,00"
06/06/2021 08.14.42,Height (mm)                   ,90,"257,00"
06/06/2021 08.11.02,Height (mm)                   ,55,"205,00"
06/06/2021 08.08.15,Height (mm)                   ,19,"240,00"
06/06/2021 08.05.24,Height (mm)                   ,73,"246,00"
06/06/2021 08.02.33,Height (mm)                   ,46,"214,00"
06/06/2021 07.59.46,Height (mm)                   ,109,"265,00"
06/06/2021 07.56.58,Height (mm)                   ,37,"193,00"
06/06/2021 07.54.07,Height (mm)                   ,28,"220,00"
06/06/2021 07.51.19,Height (mm)                   ,100,"213,00"
06/06/2021 07.48.31,Height (mm)                   ,64,"104,00"
06/06/2021 07.45.40,Height (mm)                   ,1,"258,00"
06/06/2021 07.42.53,Height (mm)                   ,82,"260,00"
06/06/2021 07.40.04,Height (mm)                   ,10,"209,00"
06/06/2021 07.38.07,Height (mm)                   ,91,"238,00"
06/06/2021 07.34.27,Height (mm)                   ,11,"208,00"
06/06/2021 07.31.43,Height (mm)                   ,47,"244,00"
06/06/2021 07.28.53,Height (mm)                   ,65,"209,00"
06/06/2021 07.26.04,Height (mm)                   ,101,"226,00"
06/06/2021 07.23.16,Height (mm)                   ,110,"265,00"
06/06/2021 07.20.29,Height (mm)                   ,83,"235,00"
06/06/2021 07.17.40,Height (mm)                   ,74,"269,00"
06/06/2021 07.14.50,Height (mm)                   ,92,"255,00"
06/06/2021 07.12.04,Height (mm)                   ,38,"240,00"
06/06/2021 07.09.16,Height (mm)                   ,2,"235,00"
06/06/2021 07.06.29,Height (mm)                   ,56,"215,00"
06/06/2021 07.04.13,Height (mm)                   ,20,"262,00"
06/06/2021 07.03.16,Height (mm)                   ,29,"218,00"
05/06/2021 18.26.49,Height (mm)                   ,96,"269,00"
05/06/2021 18.24.00,Height (mm)                   ,114,"175,00"
05/06/2021 18.21.11,Height (mm)                   ,24,"231,00"
05/06/2021 18.18.24,Height (mm)                   ,78,"253,00"
05/06/2021 18.15.34,Height (mm)                   ,87,"198,00"
05/06/2021 18.12.46,Height (mm)                   ,69,"218,00"
05/06/2021 18.09.58,Height (mm)                   ,42,"167,00"
05/06/2021 18.07.10,Height (mm)                   ,6,"154,00"
05/06/2021 18.04.20,Height (mm)                   ,15,"216,00"
05/06/2021 18.01.33,Height (mm)                   ,60,"190,00"
05/06/2021 17.58.46,Height (mm)                   ,51,"176,00"
05/06/2021 17.55.55,Height (mm)                   ,105,"219,00"
05/06/2021 17.54.03,Height (mm)                   ,33,"207,00"
05/06/2021 17.50.13,Height (mm)                   ,34,"149,00"
05/06/2021 17.47.30,Height (mm)                   ,25,"251,00"
05/06/2021 17.44.43,Height (mm)                   ,97,"62,00"
05/06/2021 17.41.54,Height (mm)                   ,115,"204,00"
05/06/2021 17.39.04,Height (mm)                   ,70,"191,00"
05/06/2021 17.36.17,Height (mm)                   ,61,"174,00"
05/06/2021 17.33.26,Height (mm)                   ,7,"28,00"
05/06/2021 17.30.35,Height (mm)                   ,79,"246,00"
05/06/2021 17.27.46,Height (mm)                   ,52,"207,00"
05/06/2021 17.24.58,Height (mm)                   ,106,"192,00"
05/06/2021 17.22.09,Height (mm)                   ,88,"225,00"
05/06/2021 17.19.20,Height (mm)                   ,43,"217,00"
05/06/2021 17.17.23,Height (mm)                   ,16,"226,00"
05/06/2021 17.13.43,Height (mm)                   ,71,"214,00"
05/06/2021 17.10.55,Height (mm)                   ,35,"239,00"
05/06/2021 17.08.06,Height (mm)                   ,26,"245,00"
05/06/2021 17.05.15,Height (mm)                   ,62,"185,00"
05/06/2021 17.02.27,Height (mm)                   ,98,"229,00"
05/06/2021 16.59.39,Height (mm)                   ,8,"174,00"
05/06/2021 16.56.49,Height (mm)                   ,80,"197,00"
05/06/2021 16.53.59,Height (mm)                   ,89,"230,00"
05/06/2021 16.51.11,Height (mm)                   ,116,"136,00"
05/06/2021 16.48.21,Height (mm)                   ,17,"170,00"
05/06/2021 16.45.33,Height (mm)                   ,44,"179,00"
05/06/2021 16.42.43,Height (mm)                   ,107,"205,00"
05/06/2021 16.40.40,Height (mm)                   ,53,"134,00"
05/06/2021 16.37.02,Height (mm)                   ,108,"189,00"
05/06/2021 16.34.14,Height (mm)                   ,81,"185,00"
05/06/2021 16.31.26,Height (mm)                   ,45,"199,00"
05/06/2021 16.28.38,Height (mm)                   ,18,"250,00"
05/06/2021 16.25.51,Height (mm)                   ,72,"226,00"
05/06/2021 16.23.04,Height (mm)                   ,99,"218,00"
05/06/2021 16.20.12,Height (mm)                   ,27,"238,00"
05/06/2021 16.17.22,Height (mm)                   ,36,"242,00"
05/06/2021 16.14.37,Height (mm)                   ,54,"220,00"
05/06/2021 16.11.50,Height (mm)                   ,63,"217,00"
05/06/2021 16.08.58,Height (mm)                   ,9,"204,00"
05/06/2021 16.06.09,Height (mm)                   ,117,"216,00"
05/06/2021 16.04.09,Height (mm)                   ,90,"221,00"
05/06/2021 16.00.29,Height (mm)                   ,55,"176,00"
05/06/2021 15.57.44,Height (mm)                   ,19,"208,00"
05/06/2021 15.54.56,Height (mm)                   ,73,"219,00"
05/06/2021 15.52.06,Height (mm)                   ,46,"191,00"
05/06/2021 15.49.17,Height (mm)                   ,109,"237,00"
05/06/2021 15.46.28,Height (mm)                   ,37,"179,00"
05/06/2021 15.43.38,Height (mm)                   ,28,"195,00"
05/06/2021 15.40.48,Height (mm)                   ,100,"182,00"
05/06/2021 15.37.58,Height (mm)                   ,64,"91,00"
05/06/2021 15.35.10,Height (mm)                   ,1,"216,00"
05/06/2021 15.32.20,Height (mm)                   ,82,"230,00"
05/06/2021 15.29.34,Height (mm)                   ,10,"184,00"
05/06/2021 15.27.35,Height (mm)                   ,91,"208,00"
05/06/2021 15.23.52,Height (mm)                   ,11,"185,00"
05/06/2021 15.21.09,Height (mm)                   ,47,"202,00"
05/06/2021 15.18.20,Height (mm)                   ,65,"181,00"
05/06/2021 15.15.34,Height (mm)                   ,101,"210,00"
05/06/2021 15.12.46,Height (mm)                   ,110,"234,00"
05/06/2021 15.09.54,Height (mm)                   ,83,"202,00"
05/06/2021 15.07.06,Height (mm)                   ,74,"236,00"
05/06/2021 15.04.17,Height (mm)                   ,92,"227,00"
05/06/2021 15.01.31,Height (mm)                   ,38,"205,00"
05/06/2021 14.58.42,Height (mm)                   ,2,"212,00"
05/06/2021 14.55.55,Height (mm)                   ,56,"188,00"
05/06/2021 14.53.07,Height (mm)                   ,20,"226,00"
05/06/2021 14.51.09,Height (mm)                   ,29,"186,00"
05/06/2021 14.47.26,Height (mm)                   ,111,"254,00"
05/06/2021 14.44.40,Height (mm)                   ,30,"181,00"
05/06/2021 14.41.53,Height (mm)                   ,39,"201,00"
05/06/2021 14.39.03,Height (mm)                   ,3,"172,00"
05/06/2021 14.36.14,Height (mm)                   ,84,"220,00"
05/06/2021 14.33.23,Height (mm)                   ,21,"266,00"
05/06/2021 14.30.36,Height (mm)                   ,66,"221,00"
05/06/2021 14.27.46,Height (mm)                   ,48,"221,00"
05/06/2021 14.24.58,Height (mm)                   ,12,"192,00"
05/06/2021 14.22.07,Height (mm)                   ,93,"220,00"
05/06/2021 14.19.18,Height (mm)                   ,57,"204,00"
05/06/2021 14.16.30,Height (mm)                   ,102,"191,00"
05/06/2021 14.14.50,Height (mm)                   ,75,"222,00"
05/06/2021 14.10.51,Height (mm)                   ,13,"159,00"
05/06/2021 14.08.05,Height (mm)                   ,103,"210,00"
05/06/2021 14.05.18,Height (mm)                   ,67,"201,00"
05/06/2021 14.02.30,Height (mm)                   ,22,"252,00"
05/06/2021 13.59.40,Height (mm)                   ,58,"171,00"
05/06/2021 13.56.53,Height (mm)                   ,4,"193,00"
05/06/2021 13.54.06,Height (mm)                   ,94,"214,00"
05/06/2021 13.51.20,Height (mm)                   ,85,"211,00"
05/06/2021 13.48.31,Height (mm)                   ,40,"167,00"
05/06/2021 13.45.43,Height (mm)                   ,112,"238,00"
05/06/2021 13.42.56,Height (mm)                   ,49,"130,00"
05/06/2021 13.40.08,Height (mm)                   ,31,"197,00"
05/06/2021 13.38.10,Height (mm)                   ,76,"212,00"
05/06/2021 13.34.29,Height (mm)                   ,113,"276,00"
05/06/2021 13.31.40,Height (mm)                   ,77,"252,00"
05/06/2021 13.28.52,Height (mm)                   ,59,"210,00"
05/06/2021 13.26.05,Height (mm)                   ,86,"249,00"
05/06/2021 13.23.15,Height (mm)                   ,41,"169,00"
05/06/2021 13.20.26,Height (mm)                   ,104,"202,00"
05/06/2021 13.17.38,Height (mm)                   ,95,"229,00"
05/06/2021 13.14.49,Height (mm)                   ,14,"157,00"
05/06/2021 13.12.03,Height (mm)                   ,68,"183,00"
05/06/2021 13.09.13,Height (mm)                   ,50,"130,00"
05/06/2021 13.06.47,Height (mm)                   ,5,"210,00"
05/06/2021 13.04.14,Height (mm)                   ,23,"259,00"
05/06/2021 13.03.17,Height (mm)                   ,32,"249,00"
05/06/2021 12.26.39,Height (mm)                   ,34,"135,00"
05/06/2021 12.23.50,Height (mm)                   ,25,"230,00"
05/06/2021 12.21.02,Height (mm)                   ,97,"62,00"
05/06/2021 12.18.15,Height (mm)                   ,115,"203,00"
05/06/2021 12.15.27,Height (mm)                   ,70,"174,00"
05/06/2021 12.12.40,Height (mm)                   ,61,"172,00"
05/06/2021 12.09.50,Height (mm)                   ,7,"28,00"
05/06/2021 12.07.00,Height (mm)                   ,79,"239,00"
05/06/2021 12.04.12,Height (mm)                   ,52,"185,00"
05/06/2021 12.01.23,Height (mm)                   ,106,"179,00"
05/06/2021 11.58.35,Height (mm)                   ,88,"218,00"
05/06/2021 11.55.45,Height (mm)                   ,43,"209,00"
05/06/2021 11.54.03,Height (mm)                   ,16,"216,00"
05/06/2021 11.50.10,Height (mm)                   ,71,"206,00"
05/06/2021 11.47.25,Height (mm)                   ,35,"239,00"
05/06/2021 11.44.35,Height (mm)                   ,26,"245,00"
05/06/2021 11.41.51,Height (mm)                   ,62,"182,00"
05/06/2021 11.39.01,Height (mm)                   ,98,"224,00"
05/06/2021 11.36.13,Height (mm)                   ,8,"173,00"
05/06/2021 11.33.47,Height (mm)                   ,80,"198,00"
05/06/2021 11.30.59,Height (mm)                   ,89,"227,00"
05/06/2021 11.28.06,Height (mm)                   ,116,"133,00"
05/06/2021 11.25.19,Height (mm)                   ,17,"173,00"
05/06/2021 11.22.30,Height (mm)                   ,44,"180,00"
05/06/2021 11.19.41,Height (mm)                   ,107,"200,00"
05/06/2021 11.17.50,Height (mm)                   ,53,"133,00"
05/06/2021 11.14.01,Height (mm)                   ,108,"179,00"
05/06/2021 11.11.14,Height (mm)                   ,81,"198,00"
05/06/2021 11.08.24,Height (mm)                   ,45,"194,00"
05/06/2021 11.05.37,Height (mm)                   ,18,"249,00"
05/06/2021 11.02.45,Height (mm)                   ,72,"214,00"
05/06/2021 11.00.00,Height (mm)                   ,99,"206,00"
05/06/2021 10.57.11,Height (mm)                   ,27,"236,00"
05/06/2021 10.54.21,Height (mm)                   ,36,"239,00"
05/06/2021 10.51.36,Height (mm)                   ,54,"219,00"
05/06/2021 10.48.47,Height (mm)                   ,63,"215,00"
05/06/2021 10.45.58,Height (mm)                   ,9,"207,00"
05/06/2021 10.43.12,Height (mm)                   ,117,"216,00"
05/06/2021 10.41.24,Height (mm)                   ,90,"224,00"
05/06/2021 10.37.32,Height (mm)                   ,55,"177,00"
05/06/2021 10.34.46,Height (mm)                   ,19,"207,00"
05/06/2021 10.31.57,Height (mm)                   ,73,"216,00"
05/06/2021 10.29.09,Height (mm)                   ,46,"192,00"
05/06/2021 10.26.23,Height (mm)                   ,109,"235,00"
05/06/2021 10.23.33,Height (mm)                   ,37,"168,00"
05/06/2021 10.20.43,Height (mm)                   ,28,"199,00"
05/06/2021 10.17.56,Height (mm)                   ,100,"184,00"
05/06/2021 10.15.08,Height (mm)                   ,64,"92,00"
05/06/2021 10.12.20,Height (mm)                   ,1,"219,00"
05/06/2021 10.09.32,Height (mm)                   ,82,"223,00"
05/06/2021 10.06.43,Height (mm)                   ,10,"183,00"
05/06/2021 10.04.51,Height (mm)                   ,91,"205,00"
05/06/2021 10.01.04,Height (mm)                   ,11,"182,00"
05/06/2021 09.58.18,Height (mm)                   ,47,"205,00"
05/06/2021 09.55.29,Height (mm)                   ,65,"181,00"
05/06/2021 09.52.41,Height (mm)                   ,101,"207,00"
05/06/2021 09.49.53,Height (mm)                   ,110,"241,00"
05/06/2021 09.47.04,Height (mm)                   ,83,"203,00"
05/06/2021 09.44.16,Height (mm)                   ,74,"240,00"
05/06/2021 09.41.27,Height (mm)                   ,92,"227,00"
05/06/2021 09.38.39,Height (mm)                   ,38,"208,00"
05/06/2021 09.35.47,Height (mm)                   ,2,"215,00"
05/06/2021 09.33.00,Height (mm)                   ,56,"192,00"
05/06/2021 09.30.10,Height (mm)                   ,20,"227,00"
05/06/2021 09.28.19,Height (mm)                   ,29,"189,00"
05/06/2021 09.24.34,Height (mm)                   ,111,"262,00"
05/06/2021 09.21.49,Height (mm)                   ,30,"185,00"
05/06/2021 09.18.57,Height (mm)                   ,39,"205,00"
05/06/2021 09.16.10,Height (mm)                   ,3,"176,00"
05/06/2021 09.13.21,Height (mm)                   ,84,"221,00"
05/06/2021 09.10.32,Height (mm)                   ,21,"262,00"
05/06/2021 09.07.43,Height (mm)                   ,66,"220,00"
05/06/2021 09.04.53,Height (mm)                   ,48,"223,00"
05/06/2021 09.02.04,Height (mm)                   ,12,"197,00"
05/06/2021 08.59.17,Height (mm)                   ,93,"219,00"
05/06/2021 08.56.27,Height (mm)                   ,57,"202,00"
05/06/2021 08.53.42,Height (mm)                   ,102,"191,00"
05/06/2021 08.51.34,Height (mm)                   ,75,"223,00"
05/06/2021 08.48.00,Height (mm)                   ,13,"162,00"
05/06/2021 08.45.13,Height (mm)                   ,103,"216,00"
05/06/2021 08.42.23,Height (mm)                   ,67,"204,00"
05/06/2021 08.39.35,Height (mm)                   ,22,"253,00"
05/06/2021 08.36.47,Height (mm)                   ,58,"177,00"
05/06/2021 08.34.02,Height (mm)                   ,4,"193,00"
05/06/2021 08.31.16,Height (mm)                   ,94,"214,00"
05/06/2021 08.28.27,Height (mm)                   ,85,"210,00"
05/06/2021 08.25.38,Height (mm)                   ,40,"167,00"
05/06/2021 08.22.48,Height (mm)                   ,112,"244,00"
05/06/2021 08.19.57,Height (mm)                   ,49,"131,00"
05/06/2021 08.17.05,Height (mm)                   ,31,"202,00"
05/06/2021 08.15.15,Height (mm)                   ,76,"210,00"
05/06/2021 08.11.27,Height (mm)                   ,113,"279,00"
05/06/2021 08.08.42,Height (mm)                   ,77,"256,00"
05/06/2021 08.05.53,Height (mm)                   ,59,"214,00"
05/06/2021 08.03.01,Height (mm)                   ,86,"251,00"
05/06/2021 08.00.12,Height (mm)                   ,41,"179,00"
05/06/2021 07.57.24,Height (mm)                   ,104,"206,00"
05/06/2021 07.54.35,Height (mm)                   ,95,"233,00"
05/06/2021 07.51.47,Height (mm)                   ,14,"159,00"
05/06/2021 07.48.59,Height (mm)                   ,68,"192,00"
05/06/2021 07.46.11,Height (mm)                   ,50,"124,00"
05/06/2021 07.43.23,Height (mm)                   ,5,"208,00"
05/06/2021 07.40.35,Height (mm)                   ,23,"257,00"
05/06/2021 07.38.46,Height (mm)                   ,32,"254,00"
05/06/2021 07.34.57,Height (mm)                   ,78,"250,00"
05/06/2021 07.32.10,Height (mm)                   ,15,"211,00"
05/06/2021 07.29.22,Height (mm)                   ,87,"196,00"
05/06/2021 07.26.34,Height (mm)                   ,105,"207,00"
05/06/2021 07.23.45,Height (mm)                   ,24,"223,00"
05/06/2021 07.20.58,Height (mm)                   ,69,"227,00"
05/06/2021 07.18.07,Height (mm)                   ,114,"179,00"
05/06/2021 07.15.22,Height (mm)                   ,33,"221,00"
05/06/2021 07.12.34,Height (mm)                   ,42,"175,00"
05/06/2021 07.09.45,Height (mm)                   ,60,"186,00"
05/06/2021 07.06.56,Height (mm)                   ,96,"269,00"
05/06/2021 07.04.15,Height (mm)                   ,6,"148,00"
05/06/2021 07.03.19,Height (mm)                   ,51,"164,00"
04/06/2021 13.32.48,Height (mm)                   ,55,"151,00"
04/06/2021 13.30.01,Height (mm)                   ,19,"176,00"
04/06/2021 13.27.13,Height (mm)                   ,73,"194,00"
04/06/2021 13.24.25,Height (mm)                   ,46,"166,00"
04/06/2021 13.21.39,Height (mm)                   ,109,"211,00"
04/06/2021 13.18.50,Height (mm)                   ,37,"156,00"
04/06/2021 13.16.03,Height (mm)                   ,28,"170,00"
04/06/2021 13.13.13,Height (mm)                   ,100,"166,00"
04/06/2021 13.10.23,Height (mm)                   ,64,"97,00"
04/06/2021 13.07.36,Height (mm)                   ,1,"197,00"
04/06/2021 13.04.47,Height (mm)                   ,82,"205,00"
04/06/2021 13.01.59,Height (mm)                   ,10,"162,00"
04/06/2021 13.00.09,Height (mm)                   ,91,"191,00"
04/06/2021 12.56.18,Height (mm)                   ,11,"162,00"
04/06/2021 12.53.32,Height (mm)                   ,47,"171,00"
04/06/2021 12.50.42,Height (mm)                   ,65,"151,00"
04/06/2021 12.47.51,Height (mm)                   ,101,"176,00"
04/06/2021 12.45.02,Height (mm)                   ,110,"207,00"
04/06/2021 12.42.15,Height (mm)                   ,83,"175,00"
04/06/2021 12.39.26,Height (mm)                   ,74,"204,00"
04/06/2021 12.36.38,Height (mm)                   ,92,"199,00"
04/06/2021 12.33.47,Height (mm)                   ,38,"182,00"
04/06/2021 12.31.00,Height (mm)                   ,2,"186,00"
04/06/2021 12.28.12,Height (mm)                   ,56,"162,00"
04/06/2021 12.25.23,Height (mm)                   ,20,"201,00"
04/06/2021 12.23.20,Height (mm)                   ,29,"162,00"
04/06/2021 12.19.43,Height (mm)                   ,111,"219,00"
04/06/2021 12.16.55,Height (mm)                   ,30,"156,00"
04/06/2021 12.14.05,Height (mm)                   ,39,"182,00"
04/06/2021 12.11.17,Height (mm)                   ,3,"151,00"
04/06/2021 12.08.28,Height (mm)                   ,84,"194,00"
04/06/2021 12.05.40,Height (mm)                   ,21,"236,00"
04/06/2021 12.02.51,Height (mm)                   ,66,"191,00"
04/06/2021 12.00.03,Height (mm)                   ,48,"187,00"
04/06/2021 11.57.12,Height (mm)                   ,12,"173,00"
04/06/2021 11.54.24,Height (mm)                   ,93,"191,00"
04/06/2021 11.51.36,Height (mm)                   ,57,"176,00"
04/06/2021 11.48.47,Height (mm)                   ,102,"171,00"
04/06/2021 11.46.52,Height (mm)                   ,75,"195,00"
04/06/2021 11.43.10,Height (mm)                   ,13,"132,00"
04/06/2021 11.40.25,Height (mm)                   ,103,"181,00"
04/06/2021 11.37.35,Height (mm)                   ,67,"178,00"
04/06/2021 11.34.48,Height (mm)                   ,22,"218,00"
04/06/2021 11.31.59,Height (mm)                   ,58,"150,00"
04/06/2021 11.29.06,Height (mm)                   ,4,"171,00"
04/06/2021 11.26.18,Height (mm)                   ,94,"188,00"
04/06/2021 11.23.31,Height (mm)                   ,85,"182,00"
04/06/2021 11.20.42,Height (mm)                   ,40,"156,00"
04/06/2021 11.17.56,Height (mm)                   ,112,"219,00"
04/06/2021 11.15.07,Height (mm)                   ,49,"113,00"
04/06/2021 11.12.21,Height (mm)                   ,31,"180,00"
04/06/2021 11.10.25,Height (mm)                   ,76,"184,00"
04/06/2021 11.06.40,Height (mm)                   ,113,"239,00"
04/06/2021 11.03.52,Height (mm)                   ,77,"224,00"
04/06/2021 11.01.01,Height (mm)                   ,59,"183,00"
04/06/2021 10.58.10,Height (mm)                   ,86,"220,00"
04/06/2021 10.55.22,Height (mm)                   ,41,"153,00"
