Date and Time,Type:,Fixture ID:,Measurement:
21/06/2021 10.18.00,Height (mm)                   ,29,"426,00"
21/06/2021 10.16.06,Height (mm)                   ,20,"284,00"
21/06/2021 10.13.46,Height (mm)                   ,11,"480,00"
21/06/2021 10.12.19,Height (mm)                   ,2,"450,00"
21/06/2021 10.09.24,Height (mm)                   ,111,"358,00"
21/06/2021 10.07.19,Height (mm)                   ,102,"386,00"
21/06/2021 10.05.13,Height (mm)                   ,93,"263,00"
21/06/2021 10.03.07,Height (mm)                   ,84,"374,00"
21/06/2021 10.01.14,Height (mm)                   ,75,"342,00"
21/06/2021 09.59.09,Height (mm)                   ,66,"418,00"
21/06/2021 09.57.02,Height (mm)                   ,57,"329,00"
21/06/2021 09.54.57,Height (mm)                   ,48,"598,00"
21/06/2021 09.52.52,Height (mm)                   ,39,"363,00"
21/06/2021 09.50.57,Height (mm)                   ,30,"383,00"
21/06/2021 09.49.05,Height (mm)                   ,21,"274,00"
21/06/2021 09.46.45,Height (mm)                   ,12,"580,00"
21/06/2021 09.45.18,Height (mm)                   ,3,"380,00"
21/06/2021 09.42.23,Height (mm)                   ,112,"347,00"
21/06/2021 09.40.19,Height (mm)                   ,103,"476,00"
21/06/2021 09.38.14,Height (mm)                   ,94,"311,00"
21/06/2021 09.36.09,Height (mm)                   ,85,"266,00"
21/06/2021 09.34.16,Height (mm)                   ,76,"423,00"
21/06/2021 09.32.09,Height (mm)                   ,67,"463,00"
21/06/2021 09.30.03,Height (mm)                   ,58,"335,00"
21/06/2021 09.27.59,Height (mm)                   ,49,"404,00"
21/06/2021 09.25.53,Height (mm)                   ,40,"416,00"
21/06/2021 09.23.46,Height (mm)                   ,31,"495,00"
21/06/2021 09.21.53,Height (mm)                   ,22,"388,00"
21/06/2021 09.19.34,Height (mm)                   ,13,"448,00"
21/06/2021 09.18.07,Height (mm)                   ,4,"337,00"
21/06/2021 09.15.10,Height (mm)                   ,113,"322,00"
21/06/2021 09.13.07,Height (mm)                   ,104,"317,00"
21/06/2021 09.11.00,Height (mm)                   ,95,"419,00"
21/06/2021 09.08.55,Height (mm)                   ,86,"228,00"
21/06/2021 09.06.59,Height (mm)                   ,77,"496,00"
21/06/2021 09.04.54,Height (mm)                   ,68,"380,00"
21/06/2021 09.02.46,Height (mm)                   ,59,"325,00"
21/06/2021 09.00.41,Height (mm)                   ,50,"455,00"
21/06/2021 08.58.34,Height (mm)                   ,41,"388,00"
21/06/2021 08.56.29,Height (mm)                   ,32,"561,00"
21/06/2021 08.54.35,Height (mm)                   ,23,"224,00"
21/06/2021 08.52.15,Height (mm)                   ,14,"406,00"
21/06/2021 08.50.47,Height (mm)                   ,5,"409,00"
21/06/2021 08.47.52,Height (mm)                   ,114,"275,00"
21/06/2021 08.45.48,Height (mm)                   ,105,"381,00"
21/06/2021 08.43.44,Height (mm)                   ,96,"462,00"
21/06/2021 08.41.37,Height (mm)                   ,87,"512,00"
21/06/2021 08.39.31,Height (mm)                   ,78,"509,00"
21/06/2021 08.37.26,Height (mm)                   ,69,"396,00"
21/06/2021 08.35.19,Height (mm)                   ,60,"464,00"
21/06/2021 08.33.14,Height (mm)                   ,51,"580,00"
21/06/2021 08.31.19,Height (mm)                   ,42,"400,00"
21/06/2021 08.29.14,Height (mm)                   ,33,"410,00"
21/06/2021 08.27.07,Height (mm)                   ,24,"399,00"
21/06/2021 08.24.48,Height (mm)                   ,15,"261,00"
21/06/2021 08.23.22,Height (mm)                   ,6,"312,00"
21/06/2021 08.20.25,Height (mm)                   ,115,"268,00"
21/06/2021 08.18.33,Height (mm)                   ,106,"415,00"
21/06/2021 08.16.27,Height (mm)                   ,97,"420,00"
21/06/2021 08.14.20,Height (mm)                   ,88,"367,00"
21/06/2021 08.12.15,Height (mm)                   ,79,"218,00"
21/06/2021 08.10.09,Height (mm)                   ,70,"350,00"
21/06/2021 08.08.04,Height (mm)                   ,61,"485,00"
21/06/2021 08.05.56,Height (mm)                   ,52,"294,00"
21/06/2021 08.03.51,Height (mm)                   ,43,"517,00"
21/06/2021 08.01.57,Height (mm)                   ,34,"409,00"
21/06/2021 08.00.03,Height (mm)                   ,25,"428,00"
21/06/2021 07.57.43,Height (mm)                   ,16,"377,00"
21/06/2021 07.56.16,Height (mm)                   ,7,"413,00"
21/06/2021 07.53.21,Height (mm)                   ,116,"353,00"
21/06/2021 07.51.17,Height (mm)                   ,107,"411,00"
21/06/2021 07.49.22,Height (mm)                   ,98,"464,00"
21/06/2021 07.47.15,Height (mm)                   ,89,"292,00"
21/06/2021 07.45.09,Height (mm)                   ,80,"410,00"
21/06/2021 07.43.04,Height (mm)                   ,71,"324,00"
21/06/2021 07.40.59,Height (mm)                   ,62,"432,00"
21/06/2021 07.38.52,Height (mm)                   ,53,"308,00"
21/06/2021 07.37.00,Height (mm)                   ,44,"246,00"
21/06/2021 07.34.54,Height (mm)                   ,35,"330,00"
21/06/2021 07.33.02,Height (mm)                   ,26,"408,00"
21/06/2021 07.30.41,Height (mm)                   ,17,"494,00"
21/06/2021 07.29.16,Height (mm)                   ,8,"579,00"
21/06/2021 07.26.18,Height (mm)                   ,117,"433,00"
21/06/2021 07.24.13,Height (mm)                   ,108,"363,00"
21/06/2021 07.22.09,Height (mm)                   ,99,"391,00"
21/06/2021 07.20.14,Height (mm)                   ,90,"488,00"
21/06/2021 07.18.19,Height (mm)                   ,81,"298,00"
21/06/2021 07.16.15,Height (mm)                   ,72,"280,00"
21/06/2021 07.14.08,Height (mm)                   ,63,"481,00"
21/06/2021 07.12.01,Height (mm)                   ,54,"511,00"
21/06/2021 07.10.07,Height (mm)                   ,45,"347,00"
21/06/2021 07.08.02,Height (mm)                   ,36,"451,00"
21/06/2021 07.05.56,Height (mm)                   ,27,"506,00"
21/06/2021 07.04.11,Height (mm)                   ,18,"430,00"
21/06/2021 07.03.14,Height (mm)                   ,9,"375,00"
20/06/2021 16.57.37,Height (mm)                   ,109,"435,00"
20/06/2021 16.55.33,Height (mm)                   ,100,"343,00"
20/06/2021 16.53.26,Height (mm)                   ,91,"379,00"
20/06/2021 16.51.20,Height (mm)                   ,82,"355,00"
20/06/2021 16.49.28,Height (mm)                   ,73,"478,00"
20/06/2021 16.47.34,Height (mm)                   ,64,"315,00"
20/06/2021 16.45.39,Height (mm)                   ,55,"505,00"
20/06/2021 16.43.45,Height (mm)                   ,46,"376,00"
20/06/2021 16.41.40,Height (mm)                   ,37,"274,00"
20/06/2021 16.39.46,Height (mm)                   ,28,"464,00"
20/06/2021 16.37.53,Height (mm)                   ,19,"496,00"
20/06/2021 16.35.33,Height (mm)                   ,10,"360,00"
20/06/2021 16.34.04,Height (mm)                   ,1,"304,00"
20/06/2021 16.31.09,Height (mm)                   ,110,"286,00"
20/06/2021 16.29.19,Height (mm)                   ,101,"428,00"
20/06/2021 16.27.26,Height (mm)                   ,92,"299,00"
20/06/2021 16.25.34,Height (mm)                   ,83,"460,00"
20/06/2021 16.23.39,Height (mm)                   ,74,"380,00"
20/06/2021 16.21.46,Height (mm)                   ,65,"346,00"
20/06/2021 16.19.51,Height (mm)                   ,56,"300,00"
20/06/2021 16.17.58,Height (mm)                   ,47,"392,00"
20/06/2021 16.16.03,Height (mm)                   ,38,"181,00"
20/06/2021 16.14.09,Height (mm)                   ,29,"420,00"
20/06/2021 16.12.16,Height (mm)                   ,20,"280,00"
20/06/2021 16.09.57,Height (mm)                   ,11,"410,00"
20/06/2021 16.08.29,Height (mm)                   ,2,"382,00"
20/06/2021 16.05.34,Height (mm)                   ,111,"354,00"
20/06/2021 16.03.29,Height (mm)                   ,102,"416,00"
20/06/2021 16.01.37,Height (mm)                   ,93,"252,00"
20/06/2021 15.59.31,Height (mm)                   ,84,"340,00"
20/06/2021 15.57.39,Height (mm)                   ,75,"354,00"
20/06/2021 15.55.33,Height (mm)                   ,66,"408,00"
20/06/2021 15.53.27,Height (mm)                   ,57,"273,00"
20/06/2021 15.51.21,Height (mm)                   ,48,"504,00"
20/06/2021 15.49.15,Height (mm)                   ,39,"350,00"
20/06/2021 15.47.23,Height (mm)                   ,30,"368,00"
20/06/2021 15.45.29,Height (mm)                   ,21,"270,00"
20/06/2021 15.43.09,Height (mm)                   ,12,"510,00"
20/06/2021 15.41.42,Height (mm)                   ,3,"418,00"
20/06/2021 15.38.47,Height (mm)                   ,112,"328,00"
20/06/2021 15.36.54,Height (mm)                   ,103,"455,00"
20/06/2021 15.35.01,Height (mm)                   ,94,"289,00"
20/06/2021 15.33.07,Height (mm)                   ,85,"281,00"
20/06/2021 15.31.00,Height (mm)                   ,76,"434,00"
20/06/2021 15.29.06,Height (mm)                   ,67,"471,00"
20/06/2021 15.27.02,Height (mm)                   ,58,"337,00"
20/06/2021 15.24.55,Height (mm)                   ,49,"403,00"
20/06/2021 15.22.50,Height (mm)                   ,40,"417,00"
20/06/2021 15.20.44,Height (mm)                   ,31,"491,00"
20/06/2021 15.18.38,Height (mm)                   ,22,"384,00"
20/06/2021 15.16.19,Height (mm)                   ,13,"401,00"
20/06/2021 15.14.51,Height (mm)                   ,4,"316,00"
20/06/2021 15.11.56,Height (mm)                   ,113,"301,00"
20/06/2021 15.10.04,Height (mm)                   ,104,"311,00"
20/06/2021 15.08.00,Height (mm)                   ,95,"473,00"
20/06/2021 15.06.05,Height (mm)                   ,86,"229,00"
20/06/2021 15.04.10,Height (mm)                   ,77,"493,00"
20/06/2021 15.02.05,Height (mm)                   ,68,"344,00"
20/06/2021 15.00.00,Height (mm)                   ,59,"368,00"
20/06/2021 14.57.55,Height (mm)                   ,50,"437,00"
20/06/2021 14.56.00,Height (mm)                   ,41,"397,00"
20/06/2021 14.54.08,Height (mm)                   ,32,"526,00"
20/06/2021 14.52.14,Height (mm)                   ,23,"221,00"
20/06/2021 14.49.54,Height (mm)                   ,14,"394,00"
20/06/2021 14.48.26,Height (mm)                   ,5,"419,00"
20/06/2021 14.45.31,Height (mm)                   ,114,"277,00"
20/06/2021 14.43.28,Height (mm)                   ,105,"334,00"
20/06/2021 14.41.34,Height (mm)                   ,96,"337,00"
20/06/2021 14.39.41,Height (mm)                   ,87,"441,00"
20/06/2021 14.37.34,Height (mm)                   ,78,"495,00"
20/06/2021 14.35.42,Height (mm)                   ,69,"351,00"
20/06/2021 14.33.37,Height (mm)                   ,60,"439,00"
20/06/2021 14.31.45,Height (mm)                   ,51,"602,00"
20/06/2021 14.29.39,Height (mm)                   ,42,"393,00"
20/06/2021 14.27.34,Height (mm)                   ,33,"425,00"
20/06/2021 14.25.41,Height (mm)                   ,24,"349,00"
20/06/2021 14.23.22,Height (mm)                   ,15,"260,00"
20/06/2021 14.21.53,Height (mm)                   ,6,"306,00"
20/06/2021 14.18.58,Height (mm)                   ,115,"298,00"
20/06/2021 14.17.07,Height (mm)                   ,106,"334,00"
20/06/2021 14.15.01,Height (mm)                   ,97,"408,00"
20/06/2021 14.13.07,Height (mm)                   ,88,"360,00"
20/06/2021 14.11.02,Height (mm)                   ,79,"194,00"
20/06/2021 14.09.06,Height (mm)                   ,70,"293,00"
20/06/2021 14.07.00,Height (mm)                   ,61,"440,00"
20/06/2021 14.05.06,Height (mm)                   ,52,"290,00"
20/06/2021 14.03.02,Height (mm)                   ,43,"443,00"
20/06/2021 14.00.56,Height (mm)                   ,34,"352,00"
20/06/2021 13.59.02,Height (mm)                   ,25,"426,00"
20/06/2021 13.56.42,Height (mm)                   ,16,"372,00"
20/06/2021 13.55.13,Height (mm)                   ,7,"372,00"
20/06/2021 13.52.19,Height (mm)                   ,116,"330,00"
20/06/2021 13.50.29,Height (mm)                   ,107,"339,00"
20/06/2021 13.48.35,Height (mm)                   ,98,"466,00"
20/06/2021 13.46.41,Height (mm)                   ,89,"281,00"
20/06/2021 13.44.36,Height (mm)                   ,80,"357,00"
20/06/2021 13.42.30,Height (mm)                   ,71,"418,00"
20/06/2021 13.40.38,Height (mm)                   ,62,"419,00"
20/06/2021 13.38.32,Height (mm)                   ,53,"268,00"
20/06/2021 13.36.27,Height (mm)                   ,44,"242,00"
20/06/2021 13.34.33,Height (mm)                   ,35,"319,00"
20/06/2021 13.32.27,Height (mm)                   ,26,"410,00"
20/06/2021 13.30.09,Height (mm)                   ,17,"471,00"
20/06/2021 13.28.39,Height (mm)                   ,8,"549,00"
20/06/2021 13.25.46,Height (mm)                   ,117,"371,00"
20/06/2021 13.23.53,Height (mm)                   ,108,"390,00"
20/06/2021 13.21.48,Height (mm)                   ,99,"396,00"
20/06/2021 13.19.42,Height (mm)                   ,90,"453,00"
20/06/2021 13.17.50,Height (mm)                   ,81,"293,00"
20/06/2021 13.15.56,Height (mm)                   ,72,"270,00"
20/06/2021 13.13.50,Height (mm)                   ,63,"482,00"
20/06/2021 13.11.58,Height (mm)                   ,54,"505,00"
20/06/2021 13.09.51,Height (mm)                   ,45,"331,00"
20/06/2021 13.07.46,Height (mm)                   ,36,"429,00"
20/06/2021 13.05.53,Height (mm)                   ,27,"421,00"
20/06/2021 13.04.03,Height (mm)                   ,18,"394,00"
20/06/2021 13.03.11,Height (mm)                   ,9,"261,00"
20/06/2021 11.01.44,Height (mm)                   ,109,"411,00"
20/06/2021 10.59.52,Height (mm)                   ,100,"341,00"
20/06/2021 10.57.47,Height (mm)                   ,91,"367,00"
20/06/2021 10.55.54,Height (mm)                   ,82,"352,00"
20/06/2021 10.54.00,Height (mm)                   ,73,"461,00"
20/06/2021 10.51.55,Height (mm)                   ,64,"298,00"
20/06/2021 10.49.48,Height (mm)                   ,55,"440,00"
20/06/2021 10.47.42,Height (mm)                   ,46,"365,00"
20/06/2021 10.45.49,Height (mm)                   ,37,"273,00"
20/06/2021 10.43.41,Height (mm)                   ,28,"463,00"
20/06/2021 10.41.49,Height (mm)                   ,19,"478,00"
20/06/2021 10.39.29,Height (mm)                   ,10,"361,00"
20/06/2021 10.38.03,Height (mm)                   ,1,"297,00"
20/06/2021 10.35.08,Height (mm)                   ,110,"281,00"
20/06/2021 10.33.13,Height (mm)                   ,101,"442,00"
20/06/2021 10.31.21,Height (mm)                   ,92,"296,00"
20/06/2021 10.29.27,Height (mm)                   ,83,"441,00"
20/06/2021 10.27.21,Height (mm)                   ,74,"388,00"
20/06/2021 10.25.16,Height (mm)                   ,65,"339,00"
20/06/2021 10.23.08,Height (mm)                   ,56,"291,00"
20/06/2021 10.21.03,Height (mm)                   ,47,"381,00"
20/06/2021 10.19.09,Height (mm)                   ,38,"178,00"
20/06/2021 10.17.05,Height (mm)                   ,29,"402,00"
20/06/2021 10.14.57,Height (mm)                   ,20,"275,00"
20/06/2021 10.12.38,Height (mm)                   ,11,"401,00"
20/06/2021 10.11.13,Height (mm)                   ,2,"359,00"
20/06/2021 10.08.15,Height (mm)                   ,111,"342,00"
20/06/2021 10.06.10,Height (mm)                   ,102,"413,00"
20/06/2021 10.04.06,Height (mm)                   ,93,"242,00"
20/06/2021 10.02.00,Height (mm)                   ,84,"335,00"
20/06/2021 09.59.54,Height (mm)                   ,75,"348,00"
20/06/2021 09.58.02,Height (mm)                   ,66,"395,00"
20/06/2021 09.55.55,Height (mm)                   ,57,"292,00"
20/06/2021 09.53.51,Height (mm)                   ,48,"592,00"
20/06/2021 09.51.56,Height (mm)                   ,39,"337,00"
20/06/2021 09.49.50,Height (mm)                   ,30,"359,00"
20/06/2021 09.47.46,Height (mm)                   ,21,"269,00"
20/06/2021 09.45.25,Height (mm)                   ,12,"473,00"
20/06/2021 09.43.58,Height (mm)                   ,3,"474,00"
20/06/2021 09.41.02,Height (mm)                   ,112,"319,00"
20/06/2021 09.39.12,Height (mm)                   ,103,"457,00"
20/06/2021 09.37.07,Height (mm)                   ,94,"284,00"
20/06/2021 09.35.00,Height (mm)                   ,85,"270,00"
20/06/2021 09.32.54,Height (mm)                   ,76,"423,00"
20/06/2021 09.31.02,Height (mm)                   ,67,"469,00"
20/06/2021 09.29.08,Height (mm)                   ,58,"335,00"
20/06/2021 09.27.03,Height (mm)                   ,49,"397,00"
20/06/2021 09.24.56,Height (mm)                   ,40,"409,00"
20/06/2021 09.22.51,Height (mm)                   ,31,"470,00"
20/06/2021 09.20.44,Height (mm)                   ,22,"374,00"
20/06/2021 09.18.25,Height (mm)                   ,13,"401,00"
20/06/2021 09.17.00,Height (mm)                   ,4,"309,00"
