Unit.ID	Timestamp	Date	Time	S_Height_cm	S_Height_pixel	S_Area_cmsquared	S_Area_pixel	S_Perimeter_cm	S_Perimeter_pixel	S_Convex_hull_area_cmsquared	S_Solidity	S_Compactness	S_Width_cm	S_Width_pixel	S_Leaf_area_cmsquared	Genotype	Soil	Replication	Row	Column	Platform
54	2020-03-02 00:28:50	2020-03-02	00:28:50	3.96581196581197	928	1.04518533858718	59910	25.3085637658573	6059.27279581363	NA	NA	0.141281175715957	3.49448846704	856	NA	EPPN2_H	S1	3	3	18	SPPU
55	2020-03-02 00:31:31	2020-03-02	00:31:31	5.87393162393162	1374.5	1.18395022229812	67864	33.0044641910298	7901.79379056272	NA	NA	0.263079065057801	5.45401471024	1336	NA	EPPN4_H	S1	4	4	1	SPPU
56	2020-03-02 00:34:13	2020-03-02	00:34:13	2.74145299145299	641.5	0.268876588855043	15412	9.91002875526499	2372.61854121946	NA	NA	0.166074007025711	1.60844445796	394	NA	EPPN_T	S1	4	4	2	SPPU
57	2020-03-02 00:37:01	2020-03-02	00:37:01	2.86538461538462	670.5	0.760781876900513	43608	15.3933658050065	3685.4166645408	NA	NA	0.18140198350276	2.46573718936	604	NA	EPPN1_L	S1	4	4	3	SPPU
58	2020-03-02 00:39:43	2020-03-02	00:39:43	3.23290598290598	756.5	0.850279469738974	48738	18.6795452372724	4472.18029997683	NA	NA	0.184440665124489	3.8986407547	955	NA	EPPN2_H	S1	4	4	4	SPPU
59	2020-03-02 00:42:32	2020-03-02	00:42:32	2.93803418803419	687.5	0.57559338801547	32993	15.35683871687	3676.67149853676	NA	NA	0.228651225969202	3.3883474622	830	NA	EPPN4_L	S1	4	4	5	SPPU
60	2020-03-02 00:45:14	2020-03-02	00:45:14	6.5534188034188	1533.5	2.94776808412154	168966	41.5384709419574	9944.97077300947	NA	NA	0.215513184025346	5.50300286632	1348	NA	EPPN3_H	S1	4	4	6	SPPU
61	2020-03-02 00:48:06	2020-03-02	00:48:06	3.90598290598291	914	0.544138386088034	31190	15.6077963972015	3736.75475965743	NA	NA	0.325153658819436	2.99235986722	733	NA	EPPN3_L	S1	4	4	7	SPPU
62	2020-03-02 00:50:54	2020-03-02	00:50:54	3.11965811965812	730	1.09994809568658	63049	24.7540673336579	5926.51752854184	NA	NA	0.193247788612364	3.95171125712	968	NA	EPPN2_L	S1	4	4	8	SPPU
63	2020-03-02 00:53:41	2020-03-02	00:53:41	4.20299145299145	983.5	0.979431649033932	56141	23.32942351529	5585.43513397285	NA	NA	0.180526925565369	4.33136946674	1061	NA	EPPN1_H	S1	NA	4	9 rep	SPPU
